sample_id	in_vcf	in_phenotype	matched_id	match_rule	bucket
PI417192	Y	Y	PI417192	exact	matched_exact
PI417193	Y	Y	PI417193	exact	matched_exact
PI417194	Y	Y	PI417194	exact	matched_exact
PI417195	Y	Y	PI417195	exact	matched_exact
PI417196A	Y	Y	PI417196A	exact	matched_exact
PI417196B	Y	Y	PI417196B	exact	matched_exact
PI417197	Y	Y	PI417197	exact	matched_exact
PI417198	Y	Y	PI417198	exact	matched_exact
PI417199	Y	Y	PI417199	exact	matched_exact
PI417200	Y	Y	PI417200	exact	matched_exact
PI417201	Y	Y	PI417201	exact	matched_exact
PI417202	Y	Y	PI417202	exact	matched_exact
PI417203	Y	Y	PI417203	exact	matched_exact
PI417204	Y	Y	PI417204	exact	matched_exact
PI417205	Y	Y	PI417205	exact	matched_exact
PI417206	Y	Y	PI417206	exact	matched_exact
PI417207	Y	Y	PI417207	exact	matched_exact
PI417208	Y	Y	PI417208	exact	matched_exact
PI417209	Y	Y	PI417209	exact	matched_exact
PI417210	Y	Y	PI417210	exact	matched_exact
PI417211	Y	Y	PI417211	exact	matched_exact
PI417212	Y	Y	PI417212	exact	matched_exact
PI417213	Y	Y	PI417213	exact	matched_exact
PI417214	Y	Y	PI417214	exact	matched_exact
PI417215	Y	Y	PI417215	exact	matched_exact
PI417216	Y	Y	PI417216	exact	matched_exact
PI417217	Y	Y	PI417217	exact	matched_exact
PI417218	Y	Y	PI417218	exact	matched_exact
PI417219	Y	Y	PI417219	exact	matched_exact
PI417220	Y	Y	PI417220	exact	matched_exact
PI417221	Y	Y	PI417221	exact	matched_exact
PI417222	Y	Y	PI417222	exact	matched_exact
PI417223	Y	Y	PI417223	exact	matched_exact
PI417224	Y	Y	PI417224	exact	matched_exact
PI417225	Y	Y	PI417225	exact	matched_exact
PI417226	Y	Y	PI417226	exact	matched_exact
PI417227	Y	Y	PI417227	exact	matched_exact
PI417228	Y	Y	PI417228	exact	matched_exact
PI417229	Y	Y	PI417229	exact	matched_exact
PI417230	Y	Y	PI417230	exact	matched_exact
PI417231	Y	Y	PI417231	exact	matched_exact
PI417232	Y	Y	PI417232	exact	matched_exact
PI417233	Y	Y	PI417233	exact	matched_exact
PI417234	Y	Y	PI417234	exact	matched_exact
PI417235	Y	Y	PI417235	exact	matched_exact
PI417236	Y	Y	PI417236	exact	matched_exact
PI417237	Y	Y	PI417237	exact	matched_exact
PI417238	Y	Y	PI417238	exact	matched_exact
PI417239	Y	Y	PI417239	exact	matched_exact
PI417240	Y	Y	PI417240	exact	matched_exact
PI417241	Y	Y	PI417241	exact	matched_exact
PI417242	Y	Y	PI417242	exact	matched_exact
PI417243	Y	Y	PI417243	exact	matched_exact
PI417244	Y	Y	PI417244	exact	matched_exact
PI417245	Y	Y	PI417245	exact	matched_exact
PI417246	Y	Y	PI417246	exact	matched_exact
PI417247	Y	Y	PI417247	exact	matched_exact
PI417248	Y	Y	PI417248	exact	matched_exact
PI417249	Y	Y	PI417249	exact	matched_exact
PI417250	Y	Y	PI417250	exact	matched_exact
PI417251	Y	Y	PI417251	exact	matched_exact
PI417252	Y	Y	PI417252	exact	matched_exact
PI417253	Y	Y	PI417253	exact	matched_exact
PI417254	Y	Y	PI417254	exact	matched_exact
PI417255	Y	Y	PI417255	exact	matched_exact
PI417256	Y	Y	PI417256	exact	matched_exact
PI417257	Y	Y	PI417257	exact	matched_exact
PI417258	Y	Y	PI417258	exact	matched_exact
PI417259	Y	Y	PI417259	exact	matched_exact
PI417260A	Y	Y	PI417260A	exact	matched_exact
PI417260B	Y	Y	PI417260B	exact	matched_exact
PI417261	Y	Y	PI417261	exact	matched_exact
PI417262	Y	Y	PI417262	exact	matched_exact
PI417263	Y	Y	PI417263	exact	matched_exact
PI417264	Y	Y	PI417264	exact	matched_exact
PI417265	Y	Y	PI417265	exact	matched_exact
PI417266	Y	Y	PI417266	exact	matched_exact
PI417267	Y	Y	PI417267	exact	matched_exact
PI417268	Y	Y	PI417268	exact	matched_exact
PI417269	Y	Y	PI417269	exact	matched_exact
PI417270	Y	Y	PI417270	exact	matched_exact
PI417271	Y	Y	PI417271	exact	matched_exact
PI417272	Y	Y	PI417272	exact	matched_exact
PI417273	Y	Y	PI417273	exact	matched_exact
PI417274	Y	Y	PI417274	exact	matched_exact
PI417275	Y	Y	PI417275	exact	matched_exact
PI417276	Y	Y	PI417276	exact	matched_exact
PI417277	Y	Y	PI417277	exact	matched_exact
PI417278	Y	Y	PI417278	exact	matched_exact
PI417279	Y	Y	PI417279	exact	matched_exact
PI417280	Y	Y	PI417280	exact	matched_exact
PI417281	Y	Y	PI417281	exact	matched_exact
PI417282	Y	Y	PI417282	exact	matched_exact
PI417283	Y	Y	PI417283	exact	matched_exact
PI417284	Y	Y	PI417284	exact	matched_exact
PI417285	Y	Y	PI417285	exact	matched_exact
PI417286	Y	Y	PI417286	exact	matched_exact
PI417287	Y	Y	PI417287	exact	matched_exact
PI417288	Y	Y	PI417288	exact	matched_exact
PI417289	Y	Y	PI417289	exact	matched_exact
PI417290	Y	Y	PI417290	exact	matched_exact
PI417291	Y	Y	PI417291	exact	matched_exact
PI417292	Y	Y	PI417292	exact	matched_exact
PI417293	Y	Y	PI417293	exact	matched_exact
PI417294	Y	Y	PI417294	exact	matched_exact
PI417295	Y	Y	PI417295	exact	matched_exact
PI417296	Y	Y	PI417296	exact	matched_exact
PI417297	Y	Y	PI417297	exact	matched_exact
PI417298	Y	Y	PI417298	exact	matched_exact
PI417299	Y	Y	PI417299	exact	matched_exact
PI417300	Y	Y	PI417300	exact	matched_exact
PI417301	Y	Y	PI417301	exact	matched_exact
PI417302	Y	Y	PI417302	exact	matched_exact
PI417303	Y	Y	PI417303	exact	matched_exact
PI417304	Y	Y	PI417304	exact	matched_exact
PI417305	Y	Y	PI417305	exact	matched_exact
PI417306	Y	Y	PI417306	exact	matched_exact
PI417307	Y	Y	PI417307	exact	matched_exact
PI417308	Y	Y	PI417308	exact	matched_exact
PI417309A	Y	Y	PI417309A	exact	matched_exact
PI417309B	Y	Y	PI417309B	exact	matched_exact
PI417310	Y	Y	PI417310	exact	matched_exact
PI417311	Y	Y	PI417311	exact	matched_exact
PI417312	Y	Y	PI417312	exact	matched_exact
PI417313	Y	Y	PI417313	exact	matched_exact
PI417314	Y	Y	PI417314	exact	matched_exact
PI417315	Y	Y	PI417315	exact	matched_exact
PI417316	Y	Y	PI417316	exact	matched_exact
PI417317	Y	Y	PI417317	exact	matched_exact
PI417318	Y	Y	PI417318	exact	matched_exact
PI417319	Y	Y	PI417319	exact	matched_exact
PI417320	Y	Y	PI417320	exact	matched_exact
PI417321	Y	Y	PI417321	exact	matched_exact
PI417322	Y	Y	PI417322	exact	matched_exact
PI417323	Y	Y	PI417323	exact	matched_exact
PI417324A	Y	Y	PI417324A	exact	matched_exact
PI417324B	Y	Y	PI417324B	exact	matched_exact
PI417325	Y	Y	PI417325	exact	matched_exact
PI417326	Y	Y	PI417326	exact	matched_exact
PI417327	Y	Y	PI417327	exact	matched_exact
PI417328	Y	Y	PI417328	exact	matched_exact
PI417329	Y	Y	PI417329	exact	matched_exact
PI417330	Y	Y	PI417330	exact	matched_exact
PI417331	Y	Y	PI417331	exact	matched_exact
PI417332	Y	Y	PI417332	exact	matched_exact
PI417333	Y	Y	PI417333	exact	matched_exact
PI417334	Y	Y	PI417334	exact	matched_exact
PI417335	Y	Y	PI417335	exact	matched_exact
PI417336	Y	Y	PI417336	exact	matched_exact
PI417337	Y	Y	PI417337	exact	matched_exact
PI417338	Y	Y	PI417338	exact	matched_exact
PI417339	Y	Y	PI417339	exact	matched_exact
PI417340	Y	Y	PI417340	exact	matched_exact
PI417341	Y	Y	PI417341	exact	matched_exact
PI417342	Y	Y	PI417342	exact	matched_exact
PI417343	Y	Y	PI417343	exact	matched_exact
PI417344	Y	Y	PI417344	exact	matched_exact
PI417345A	Y	Y	PI417345A	exact	matched_exact
PI417345B	Y	Y	PI417345B	exact	matched_exact
PI417346	Y	Y	PI417346	exact	matched_exact
PI417347	Y	Y	PI417347	exact	matched_exact
PI417348	Y	Y	PI417348	exact	matched_exact
PI417349	Y	Y	PI417349	exact	matched_exact
PI417350	Y	Y	PI417350	exact	matched_exact
PI417351	Y	Y	PI417351	exact	matched_exact
PI417352	Y	Y	PI417352	exact	matched_exact
PI417353	Y	Y	PI417353	exact	matched_exact
PI417354	Y	Y	PI417354	exact	matched_exact
PI417355A	Y	Y	PI417355A	exact	matched_exact
PI417355B	Y	Y	PI417355B	exact	matched_exact
PI417356	Y	Y	PI417356	exact	matched_exact
PI417357	Y	Y	PI417357	exact	matched_exact
PI417358	Y	Y	PI417358	exact	matched_exact
PI417359	Y	Y	PI417359	exact	matched_exact
PI417360	Y	Y	PI417360	exact	matched_exact
PI417361	Y	Y	PI417361	exact	matched_exact
PI417362	Y	Y	PI417362	exact	matched_exact
PI417363	Y	Y	PI417363	exact	matched_exact
PI417364	Y	Y	PI417364	exact	matched_exact
PI417365A	Y	Y	PI417365A	exact	matched_exact
PI417365B	Y	Y	PI417365B	exact	matched_exact
PI417366	Y	Y	PI417366	exact	matched_exact
PI417367	Y	Y	PI417367	exact	matched_exact
PI417368	Y	Y	PI417368	exact	matched_exact
PI417369	Y	Y	PI417369	exact	matched_exact
PI417370	Y	Y	PI417370	exact	matched_exact
PI417371	Y	Y	PI417371	exact	matched_exact
PI417372	Y	Y	PI417372	exact	matched_exact
PI417373	Y	Y	PI417373	exact	matched_exact
PI417374	Y	Y	PI417374	exact	matched_exact
PI417375	Y	Y	PI417375	exact	matched_exact
PI417376	Y	Y	PI417376	exact	matched_exact
PI417377	Y	Y	PI417377	exact	matched_exact
PI417378	Y	Y	PI417378	exact	matched_exact
PI417379	Y	Y	PI417379	exact	matched_exact
PI417380	Y	Y	PI417380	exact	matched_exact
PI417381	Y	Y	PI417381	exact	matched_exact
PI417382	Y	Y	PI417382	exact	matched_exact
PI417383	Y	Y	PI417383	exact	matched_exact
PI417384	Y	Y	PI417384	exact	matched_exact
PI417385	Y	Y	PI417385	exact	matched_exact
PI417386	Y	Y	PI417386	exact	matched_exact
PI417387	Y	Y	PI417387	exact	matched_exact
PI417388	Y	Y	PI417388	exact	matched_exact
PI417389A	Y	Y	PI417389A	exact	matched_exact
PI417389B	Y	Y	PI417389B	exact	matched_exact
PI417390	Y	Y	PI417390	exact	matched_exact
PI417391	Y	Y	PI417391	exact	matched_exact
PI417392	Y	Y	PI417392	exact	matched_exact
PI417393	Y	Y	PI417393	exact	matched_exact
PI417394	Y	Y	PI417394	exact	matched_exact
PI417395	Y	Y	PI417395	exact	matched_exact
PI417396	Y	Y	PI417396	exact	matched_exact
PI417397	Y	Y	PI417397	exact	matched_exact
PI417398	Y	Y	PI417398	exact	matched_exact
PI417399	Y	Y	PI417399	exact	matched_exact
PI417400	Y	Y	PI417400	exact	matched_exact
PI417401	Y	Y	PI417401	exact	matched_exact
PI417402	Y	Y	PI417402	exact	matched_exact
PI417403	Y	Y	PI417403	exact	matched_exact
PI417404	Y	Y	PI417404	exact	matched_exact
PI417405	Y	Y	PI417405	exact	matched_exact
PI417406	Y	Y	PI417406	exact	matched_exact
PI417407	Y	Y	PI417407	exact	matched_exact
PI417408	Y	Y	PI417408	exact	matched_exact
PI417409	Y	Y	PI417409	exact	matched_exact
PI417410	Y	Y	PI417410	exact	matched_exact
PI417411	Y	Y	PI417411	exact	matched_exact
PI417412	Y	Y	PI417412	exact	matched_exact
PI417413	Y	Y	PI417413	exact	matched_exact
PI417414A	Y	Y	PI417414A	exact	matched_exact
PI417414B	Y	Y	PI417414B	exact	matched_exact
PI417415	Y	Y	PI417415	exact	matched_exact
PI417416	Y	Y	PI417416	exact	matched_exact
PI417417	Y	Y	PI417417	exact	matched_exact
PI417418	Y	Y	PI417418	exact	matched_exact
PI417419	Y	Y	PI417419	exact	matched_exact
PI417420	Y	Y	PI417420	exact	matched_exact
PI417421	Y	Y	PI417421	exact	matched_exact
PI417422	Y	Y	PI417422	exact	matched_exact
PI417423	Y	Y	PI417423	exact	matched_exact
PI417424	Y	Y	PI417424	exact	matched_exact
PI417425	Y	Y	PI417425	exact	matched_exact
PI417426	Y	Y	PI417426	exact	matched_exact
PI417427	Y	Y	PI417427	exact	matched_exact
PI417428	Y	Y	PI417428	exact	matched_exact
PI417429	Y	Y	PI417429	exact	matched_exact
PI417430	Y	Y	PI417430	exact	matched_exact
PI417431	Y	Y	PI417431	exact	matched_exact
PI417432	Y	Y	PI417432	exact	matched_exact
PI417433	Y	Y	PI417433	exact	matched_exact
PI417434	Y	Y	PI417434	exact	matched_exact
PI417435	Y	Y	PI417435	exact	matched_exact
PI417436	Y	Y	PI417436	exact	matched_exact
PI417437	Y	Y	PI417437	exact	matched_exact
PI417438	Y	Y	PI417438	exact	matched_exact
PI417439	Y	Y	PI417439	exact	matched_exact
PI417440	Y	Y	PI417440	exact	matched_exact
PI417441	Y	Y	PI417441	exact	matched_exact
PI417442	Y	Y	PI417442	exact	matched_exact
PI417443	Y	Y	PI417443	exact	matched_exact
PI417444	Y	Y	PI417444	exact	matched_exact
PI417445	Y	Y	PI417445	exact	matched_exact
PI417446	Y	Y	PI417446	exact	matched_exact
PI417447	Y	Y	PI417447	exact	matched_exact
PI417448	Y	Y	PI417448	exact	matched_exact
PI417449	Y	Y	PI417449	exact	matched_exact
PI417450	Y	Y	PI417450	exact	matched_exact
PI417451	Y	Y	PI417451	exact	matched_exact
PI417452	Y	Y	PI417452	exact	matched_exact
PI417453	Y	Y	PI417453	exact	matched_exact
PI417454	Y	Y	PI417454	exact	matched_exact
PI417455	Y	Y	PI417455	exact	matched_exact
PI417456	Y	Y	PI417456	exact	matched_exact
PI417457	Y	Y	PI417457	exact	matched_exact
PI417458	Y	Y	PI417458	exact	matched_exact
PI417459	Y	Y	PI417459	exact	matched_exact
PI417460	Y	Y	PI417460	exact	matched_exact
PI417461	Y	Y	PI417461	exact	matched_exact
PI417462	Y	Y	PI417462	exact	matched_exact
PI417463	Y	Y	PI417463	exact	matched_exact
PI417464	Y	Y	PI417464	exact	matched_exact
PI417465	Y	Y	PI417465	exact	matched_exact
PI417466	Y	Y	PI417466	exact	matched_exact
PI417467	Y	Y	PI417467	exact	matched_exact
PI417468	Y	Y	PI417468	exact	matched_exact
PI417469	Y	Y	PI417469	exact	matched_exact
PI417470	Y	Y	PI417470	exact	matched_exact
PI417471	Y	Y	PI417471	exact	matched_exact
PI417472A	Y	Y	PI417472A	exact	matched_exact
PI417472B	Y	Y	PI417472B	exact	matched_exact
PI417472C	Y	Y	PI417472C	exact	matched_exact
PI417472D	Y	Y	PI417472D	exact	matched_exact
PI417473	Y	Y	PI417473	exact	matched_exact
PI417474	Y	Y	PI417474	exact	matched_exact
PI417475	Y	Y	PI417475	exact	matched_exact
PI417476	Y	Y	PI417476	exact	matched_exact
PI417477	Y	Y	PI417477	exact	matched_exact
PI417478	Y	Y	PI417478	exact	matched_exact
PI417479	Y	Y	PI417479	exact	matched_exact
PI417480	Y	Y	PI417480	exact	matched_exact
PI417481	Y	Y	PI417481	exact	matched_exact
PI417482	Y	Y	PI417482	exact	matched_exact
PI417483	Y	Y	PI417483	exact	matched_exact
PI417484	Y	Y	PI417484	exact	matched_exact
PI417485	Y	Y	PI417485	exact	matched_exact
PI417486	Y	Y	PI417486	exact	matched_exact
PI417487	Y	Y	PI417487	exact	matched_exact
PI417488	Y	Y	PI417488	exact	matched_exact
PI417489	Y	Y	PI417489	exact	matched_exact
PI417490	Y	Y	PI417490	exact	matched_exact
PI417491	Y	Y	PI417491	exact	matched_exact
PI417492	Y	Y	PI417492	exact	matched_exact
PI417493	Y	Y	PI417493	exact	matched_exact
PI417494	Y	Y	PI417494	exact	matched_exact
PI417495	Y	Y	PI417495	exact	matched_exact
PI417496	Y	Y	PI417496	exact	matched_exact
PI417497	Y	Y	PI417497	exact	matched_exact
PI417498	Y	Y	PI417498	exact	matched_exact
PI417499	Y	Y	PI417499	exact	matched_exact
PI417500	Y	Y	PI417500	exact	matched_exact
PI417501	Y	Y	PI417501	exact	matched_exact
PI417502	Y	Y	PI417502	exact	matched_exact
PI417503	Y	Y	PI417503	exact	matched_exact
PI417504	Y	Y	PI417504	exact	matched_exact
PI417505	Y	Y	PI417505	exact	matched_exact
PI417506	Y	Y	PI417506	exact	matched_exact
PI417507	Y	Y	PI417507	exact	matched_exact
PI417508	Y	Y	PI417508	exact	matched_exact
PI417509	Y	Y	PI417509	exact	matched_exact
PI417510	Y	Y	PI417510	exact	matched_exact
PI417511	Y	Y	PI417511	exact	matched_exact
PI417512A	Y	Y	PI417512A	exact	matched_exact
PI417512B	Y	Y	PI417512B	exact	matched_exact
PI417513A	Y	Y	PI417513A	exact	matched_exact
PI417513B	Y	Y	PI417513B	exact	matched_exact
PI417513C	Y	Y	PI417513C	exact	matched_exact
PI417514	Y	Y	PI417514	exact	matched_exact
PI417515	Y	Y	PI417515	exact	matched_exact
PI417516	Y	Y	PI417516	exact	matched_exact
PI417517	Y	Y	PI417517	exact	matched_exact
PI417518	Y	Y	PI417518	exact	matched_exact
PI417519A	Y	Y	PI417519A	exact	matched_exact
PI417519B	Y	Y	PI417519B	exact	matched_exact
PI417520	Y	Y	PI417520	exact	matched_exact
PI417521	Y	Y	PI417521	exact	matched_exact
PI417522	Y	Y	PI417522	exact	matched_exact
PI417523	Y	Y	PI417523	exact	matched_exact
PI417524	Y	Y	PI417524	exact	matched_exact
PI417525	Y	Y	PI417525	exact	matched_exact
PI417526	Y	Y	PI417526	exact	matched_exact
PI417527	Y	Y	PI417527	exact	matched_exact
PI417528	Y	Y	PI417528	exact	matched_exact
PI417529	Y	Y	PI417529	exact	matched_exact
PI417530	Y	Y	PI417530	exact	matched_exact
PI417531	Y	Y	PI417531	exact	matched_exact
PI417532	Y	Y	PI417532	exact	matched_exact
PI417533	Y	Y	PI417533	exact	matched_exact
PI417534	Y	Y	PI417534	exact	matched_exact
PI417535	Y	Y	PI417535	exact	matched_exact
PI417536A	Y	Y	PI417536A	exact	matched_exact
PI417536B	Y	Y	PI417536B	exact	matched_exact
PI417537A	Y	Y	PI417537A	exact	matched_exact
PI417537B	Y	Y	PI417537B	exact	matched_exact
PI417538	Y	Y	PI417538	exact	matched_exact
PI417539	Y	Y	PI417539	exact	matched_exact
PI417540	Y	Y	PI417540	exact	matched_exact
PI417541	Y	Y	PI417541	exact	matched_exact
PI417542	Y	Y	PI417542	exact	matched_exact
PI417543	Y	Y	PI417543	exact	matched_exact
PI417544A	Y	Y	PI417544A	exact	matched_exact
PI417544B	Y	Y	PI417544B	exact	matched_exact
PI417545	Y	Y	PI417545	exact	matched_exact
PI417546	Y	Y	PI417546	exact	matched_exact
PI417547	Y	Y	PI417547	exact	matched_exact
PI417548	Y	Y	PI417548	exact	matched_exact
PI417549	Y	Y	PI417549	exact	matched_exact
PI417550	Y	Y	PI417550	exact	matched_exact
PI417551	Y	Y	PI417551	exact	matched_exact
PI417552	Y	Y	PI417552	exact	matched_exact
PI417553	Y	Y	PI417553	exact	matched_exact
PI417554	Y	Y	PI417554	exact	matched_exact
PI417555	Y	Y	PI417555	exact	matched_exact
PI417556	Y	Y	PI417556	exact	matched_exact
PI417557	Y	Y	PI417557	exact	matched_exact
PI417558	Y	Y	PI417558	exact	matched_exact
PI417559	Y	Y	PI417559	exact	matched_exact
PI417560	Y	Y	PI417560	exact	matched_exact
PI417561	Y	Y	PI417561	exact	matched_exact
PI417562	Y	Y	PI417562	exact	matched_exact
PI417563	Y	Y	PI417563	exact	matched_exact
PI417564	Y	Y	PI417564	exact	matched_exact
PI417565	Y	Y	PI417565	exact	matched_exact
PI417566	Y	Y	PI417566	exact	matched_exact
PI417567	Y	Y	PI417567	exact	matched_exact
PI417568	Y	Y	PI417568	exact	matched_exact
PI417569	Y	Y	PI417569	exact	matched_exact
PI417570	Y	Y	PI417570	exact	matched_exact
PI417572A	Y	Y	PI417572A	exact	matched_exact
PI417572B	Y	Y	PI417572B	exact	matched_exact
PI417573	Y	Y	PI417573	exact	matched_exact
PI417574	Y	Y	PI417574	exact	matched_exact
PI417575	Y	Y	PI417575	exact	matched_exact
PI417576	Y	Y	PI417576	exact	matched_exact
PI417577	Y	Y	PI417577	exact	matched_exact
PI417578	Y	Y	PI417578	exact	matched_exact
PI417579	Y	Y	PI417579	exact	matched_exact
PI417580	Y	Y	PI417580	exact	matched_exact
PI417581	Y	Y	PI417581	exact	matched_exact
PI417582	Y	Y	PI417582	exact	matched_exact
PI419043	Y	Y	PI419043	exact	matched_exact
PI420338	Y	Y	PI420338	exact	matched_exact
PI423705	Y	Y	PI423705	exact	matched_exact
PI423706	Y	Y	PI423706	exact	matched_exact
PI423707	Y	Y	PI423707	exact	matched_exact
PI423708A	Y	Y	PI423708A	exact	matched_exact
PI423708B	Y	Y	PI423708B	exact	matched_exact
PI423709	Y	Y	PI423709	exact	matched_exact
PI423710	Y	Y	PI423710	exact	matched_exact
PI423711	Y	Y	PI423711	exact	matched_exact
PI423712	Y	Y	PI423712	exact	matched_exact
PI423713	Y	Y	PI423713	exact	matched_exact
PI423714	Y	Y	PI423714	exact	matched_exact
PI423715	Y	Y	PI423715	exact	matched_exact
PI423716	Y	Y	PI423716	exact	matched_exact
PI423717	Y	Y	PI423717	exact	matched_exact
PI423718	Y	Y	PI423718	exact	matched_exact
PI423719	Y	Y	PI423719	exact	matched_exact
PI423720	Y	Y	PI423720	exact	matched_exact
PI423721	Y	Y	PI423721	exact	matched_exact
PI423722	Y	Y	PI423722	exact	matched_exact
PI423723	Y	Y	PI423723	exact	matched_exact
PI423724	Y	Y	PI423724	exact	matched_exact
PI423725	Y	Y	PI423725	exact	matched_exact
PI423726	Y	Y	PI423726	exact	matched_exact
PI423727	Y	Y	PI423727	exact	matched_exact
PI423728A	Y	Y	PI423728A	exact	matched_exact
PI423728B	Y	Y	PI423728B	exact	matched_exact
PI423729	Y	Y	PI423729	exact	matched_exact
PI423730A	Y	Y	PI423730A	exact	matched_exact
PI423730B	Y	Y	PI423730B	exact	matched_exact
PI423731	Y	Y	PI423731	exact	matched_exact
PI423732	Y	Y	PI423732	exact	matched_exact
PI423733	Y	Y	PI423733	exact	matched_exact
PI423734	Y	Y	PI423734	exact	matched_exact
PI423735	Y	Y	PI423735	exact	matched_exact
PI423736A	Y	Y	PI423736A	exact	matched_exact
PI423736B	Y	Y	PI423736B	exact	matched_exact
PI423737	Y	Y	PI423737	exact	matched_exact
PI423738	Y	Y	PI423738	exact	matched_exact
PI423739	Y	Y	PI423739	exact	matched_exact
PI423740	Y	Y	PI423740	exact	matched_exact
PI423741	Y	Y	PI423741	exact	matched_exact
PI423742	Y	Y	PI423742	exact	matched_exact
PI423743A	Y	Y	PI423743A	exact	matched_exact
PI423743B	Y	Y	PI423743B	exact	matched_exact
PI423743C	Y	Y	PI423743C	exact	matched_exact
PI423744	Y	Y	PI423744	exact	matched_exact
PI423745	Y	Y	PI423745	exact	matched_exact
PI423746	Y	Y	PI423746	exact	matched_exact
PI423747A	Y	Y	PI423747A	exact	matched_exact
PI423747B	Y	Y	PI423747B	exact	matched_exact
PI423748A	Y	Y	PI423748A	exact	matched_exact
PI423748B	Y	Y	PI423748B	exact	matched_exact
PI423748C	Y	Y	PI423748C	exact	matched_exact
PI423749	Y	Y	PI423749	exact	matched_exact
PI423750	Y	Y	PI423750	exact	matched_exact
PI423751	Y	Y	PI423751	exact	matched_exact
PI423752A	Y	Y	PI423752A	exact	matched_exact
PI423752B	Y	Y	PI423752B	exact	matched_exact
PI423753A	Y	Y	PI423753A	exact	matched_exact
PI423753B	Y	Y	PI423753B	exact	matched_exact
PI423754	Y	Y	PI423754	exact	matched_exact
PI423755	Y	Y	PI423755	exact	matched_exact
PI423756A	Y	Y	PI423756A	exact	matched_exact
PI423756B	Y	Y	PI423756B	exact	matched_exact
PI423757	Y	Y	PI423757	exact	matched_exact
PI423758	Y	Y	PI423758	exact	matched_exact
PI423759	Y	Y	PI423759	exact	matched_exact
PI423760	Y	Y	PI423760	exact	matched_exact
PI423761	Y	Y	PI423761	exact	matched_exact
PI423762	Y	Y	PI423762	exact	matched_exact
PI423763	Y	Y	PI423763	exact	matched_exact
PI423764	Y	Y	PI423764	exact	matched_exact
PI423765	Y	Y	PI423765	exact	matched_exact
PI423766	Y	Y	PI423766	exact	matched_exact
PI423767	Y	Y	PI423767	exact	matched_exact
PI423768	Y	Y	PI423768	exact	matched_exact
PI423769A	Y	Y	PI423769A	exact	matched_exact
PI423769B	Y	Y	PI423769B	exact	matched_exact
PI423770	Y	Y	PI423770	exact	matched_exact
PI423771	Y	Y	PI423771	exact	matched_exact
PI423772	Y	Y	PI423772	exact	matched_exact
PI423773	Y	Y	PI423773	exact	matched_exact
PI423774	Y	Y	PI423774	exact	matched_exact
PI423775	Y	Y	PI423775	exact	matched_exact
PI423776	Y	Y	PI423776	exact	matched_exact
PI423777	Y	Y	PI423777	exact	matched_exact
PI423778	Y	Y	PI423778	exact	matched_exact
PI423779	Y	Y	PI423779	exact	matched_exact
PI423780	Y	Y	PI423780	exact	matched_exact
PI423781A	Y	Y	PI423781A	exact	matched_exact
PI423781B	Y	Y	PI423781B	exact	matched_exact
PI423782	Y	Y	PI423782	exact	matched_exact
PI423783	Y	Y	PI423783	exact	matched_exact
PI423784	Y	Y	PI423784	exact	matched_exact
PI423785	Y	Y	PI423785	exact	matched_exact
PI423786	Y	Y	PI423786	exact	matched_exact
PI423787	Y	Y	PI423787	exact	matched_exact
PI423788	Y	Y	PI423788	exact	matched_exact
PI423789	Y	Y	PI423789	exact	matched_exact
PI423790	Y	Y	PI423790	exact	matched_exact
PI423791	Y	Y	PI423791	exact	matched_exact
PI423792	Y	Y	PI423792	exact	matched_exact
PI423793	Y	Y	PI423793	exact	matched_exact
PI423794	Y	Y	PI423794	exact	matched_exact
PI423795	Y	Y	PI423795	exact	matched_exact
PI423796A	Y	Y	PI423796A	exact	matched_exact
PI423796B	Y	Y	PI423796B	exact	matched_exact
PI423797	Y	Y	PI423797	exact	matched_exact
PI423798A	Y	Y	PI423798A	exact	matched_exact
PI423798B	Y	Y	PI423798B	exact	matched_exact
PI423799A	Y	Y	PI423799A	exact	matched_exact
PI423799B	Y	Y	PI423799B	exact	matched_exact
PI423799C	Y	Y	PI423799C	exact	matched_exact
PI423800	Y	Y	PI423800	exact	matched_exact
PI423801	Y	Y	PI423801	exact	matched_exact
PI423802	Y	Y	PI423802	exact	matched_exact
PI423803	Y	Y	PI423803	exact	matched_exact
PI423804	Y	Y	PI423804	exact	matched_exact
PI423805	Y	Y	PI423805	exact	matched_exact
PI423806	Y	Y	PI423806	exact	matched_exact
PI423807	Y	Y	PI423807	exact	matched_exact
PI423808A	Y	Y	PI423808A	exact	matched_exact
PI423808B	Y	Y	PI423808B	exact	matched_exact
PI423809	Y	Y	PI423809	exact	matched_exact
PI423810	Y	Y	PI423810	exact	matched_exact
PI423811	Y	Y	PI423811	exact	matched_exact
PI423812	Y	Y	PI423812	exact	matched_exact
PI423813	Y	Y	PI423813	exact	matched_exact
PI423814A	Y	Y	PI423814A	exact	matched_exact
PI423814B	Y	Y	PI423814B	exact	matched_exact
PI423815	Y	Y	PI423815	exact	matched_exact
PI423816	Y	Y	PI423816	exact	matched_exact
PI423817	Y	Y	PI423817	exact	matched_exact
PI423818	Y	Y	PI423818	exact	matched_exact
PI423819	Y	Y	PI423819	exact	matched_exact
PI423820	Y	Y	PI423820	exact	matched_exact
PI423821	Y	Y	PI423821	exact	matched_exact
PI423822	Y	Y	PI423822	exact	matched_exact
PI423823	Y	Y	PI423823	exact	matched_exact
PI423824	Y	Y	PI423824	exact	matched_exact
